studyid,site,treatment,collection_date,sample size (reps),planting density (shoots / area),tank volume (L),light hours,dark hours,surface_irradiance,si_units,penetrating irradiance,pi_units,%SI,mean DLI (mol m-2day-1),temperature_c,salinity_psu,pH,turbidity (NTU),NO3 addition,target NO3,measured NO3,NH4 addition,target NH4,measured NH4,measured DIN,added PO4,measured PO4,grain size (µM),DIC,% organic matter,Fe content,sulphide,driver notes,other covariates,light-temperature,exp setup,seasonal data?,pen_light,surface_light,light_hours,mean_dli,author,pub_year,lat,lon,DLI,clean_temp,parsed_collection_date
205,"Goes, The Netherlands; Wadden Sea",T:15 NH4: 25 NO3: 125,1992-10 (3 week acclimation),4,np,np,16,8,90,µmol photos m-2 s-1,np,np,np,calculate,15,25.4,8.5,np,125 µM,125 µM,could extract from Figure 3,25 µM,25 µM,10 µM,didn't check,NA,np,sand and mud pooled,np,np,0.35 µM,17.7 mM,"sample size was confusing, looks like many plants died during the 3 week acclimation/transplant into the mesocosms","tested sand and mud, but results were similar enough they seemed to pool them; there were however effects of the sediments noted in the text",temperature; nutrients,lab mesocosm,NA,NA,90,16,NA,van_Katwijk et al.,1997,51.533333,3.833333,5.184,15,1992-10-01
205,"Goes, The Netherlands; Wadden Sea",T:15 NH4: 75 NO3: 75,1992-10 (3 week acclimation),4,np,np,16,8,90,µmol photos m-2 s-1,np,np,np,calculate,15,25.4,8.5,np,75 µM,75 µM,could extract from Figure 3,75 µM,75 µM,20 µM,didn't check,NA,np,sand and mud pooled,np,np,0.35 µM,17.7 mM,"sample size was confusing, looks like many plants died during the 3 week acclimation/transplant into the mesocosms","tested sand and mud, but results were similar enough they seemed to pool them; there were however effects of the sediments noted in the text",temperature; nutrients,lab mesocosm,NA,NA,90,16,NA,van_Katwijk et al.,1997,51.533333,3.833333,5.184,15,1992-10-01
205,"Goes, The Netherlands; Wadden Sea",T:15 NH4: 125 NO3: 25,1992-10 (3 week acclimation),4,np,np,16,8,90,µmol photos m-2 s-1,np,np,np,calculate,15,25.4,8.5,np,25 µM,25 µM,could extract from Figure 3,125 µM,125 µM,70 µM,didn't check,NA,np,sand and mud pooled,np,np,0.35 µM,17.7 mM,"sample size was confusing, looks like many plants died during the 3 week acclimation/transplant into the mesocosms","tested sand and mud, but results were similar enough they seemed to pool them; there were however effects of the sediments noted in the text",temperature; nutrients,lab mesocosm,NA,NA,90,16,NA,van_Katwijk et al.,1997,51.533333,3.833333,5.184,15,1992-10-01
205,"Goes, The Netherlands; Wadden Sea",T:20 NH4: 25 NO3: 25,1992-10 (3 week acclimation),4,np,np,16,8,90,µmol photos m-2 s-1,np,np,np,calculate,20,25.4,8.5,np,25 µM,25 µM,could extract from Figure 3,25 µM,25 µM,10 µM,didn't check,NA,np,sand and mud pooled,np,np,0.35 µM,17.7 mM,"sample size was confusing, looks like many plants died during the 3 week acclimation/transplant into the mesocosms","tested sand and mud, but results were similar enough they seemed to pool them; there were however effects of the sediments noted in the text",temperature; nutrients,lab mesocosm,NA,NA,90,16,NA,van_Katwijk et al.,1997,51.533333,3.833333,5.184,20,1992-10-01
205,"Goes, The Netherlands; Wadden Sea",T:20 NH4: 25 NO3: 125,1992-10 (3 week acclimation),4,np,np,16,8,90,µmol photos m-2 s-1,np,np,np,calculate,20,25.4,8.5,np,125 µM,125 µM,could extract from Figure 3,25 µM,25 µM,10 µM,didn't check,NA,np,sand and mud pooled,np,np,0.35 µM,17.7 mM,"sample size was confusing, looks like many plants died during the 3 week acclimation/transplant into the mesocosms","tested sand and mud, but results were similar enough they seemed to pool them; there were however effects of the sediments noted in the text",temperature; nutrients,lab mesocosm,NA,NA,90,16,NA,van_Katwijk et al.,1997,51.533333,3.833333,5.184,20,1992-10-01
205,"Goes, The Netherlands; Wadden Sea",T:20 NH4: 75 NO3: 75,1992-10 (3 week acclimation),4,np,np,16,8,90,µmol photos m-2 s-1,np,np,np,calculate,20,25.4,8.5,np,75 µM,75 µM,could extract from Figure 3,75 µM,75 µM,20 µM,didn't check,NA,np,sand and mud pooled,np,np,0.35 µM,17.7 mM,"sample size was confusing, looks like many plants died during the 3 week acclimation/transplant into the mesocosms","tested sand and mud, but results were similar enough they seemed to pool them; there were however effects of the sediments noted in the text",temperature; nutrients,lab mesocosm,NA,NA,90,16,NA,van_Katwijk et al.,1997,51.533333,3.833333,5.184,20,1992-10-01
205,"Goes, The Netherlands; Wadden Sea",T:20 NH4: 125 NO3: 25,1992-10 (3 week acclimation),4,np,np,16,8,90,µmol photos m-2 s-1,np,np,np,calculate,20,25.4,8.5,np,25 µM,25 µM,could extract from Figure 3,125 µM,125 µM,70 µM,didn't check,NA,np,sand and mud pooled,np,np,0.35 µM,17.7 mM,"sample size was confusing, looks like many plants died during the 3 week acclimation/transplant into the mesocosms","tested sand and mud, but results were similar enough they seemed to pool them; there were however effects of the sediments noted in the text",temperature; nutrients,lab mesocosm,NA,NA,90,16,NA,van_Katwijk et al.,1997,51.533333,3.833333,5.184,20,1992-10-01
205,Eems and Terschelling,NH4: 9 NO3: 3,1993-08 (3 week acclimation),4,np,np,16,8,90,µmol photos m-2 s-1,np,np,np,calculate,17,25.4,8.5,np,3 µM,3 µM,could extract from Figure 3,9 µM,9 µM,NA,didn't check,NA,np,mud,np,np,0.35 µM,17.7 mM,"sample size was confusing, looks like many plants died during the 3 week acclimation/transplant into the mesocosms",only mud tested,control? - less nutrients than at ambient,lab mesocosm,NA,NA,90,16,NA,van_Katwijk et al.,1997,53.3666666666667,5.21666666666667,5.184,17,1993-08-01
292,"Terschelling, The Netherlands",S:23 LN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 23; range: 21.5 - 24.0,np,np,1 µM,1 µM,0.4 ± 0.1 µM,3 µM,3 µM,1.6 ± 0.2 µM,didn't check,2 µM,1.1 ± 0.1 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.3722223,5.408137,5.472,17,1993-08-01
292,"Terschelling, The Netherlands",S:26 LN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 26; range: 24.0 - 27.0,np,np,1 µM,1 µM,0.4 ± 0.1 µM,3 µM,3 µM,1.6 ± 0.2 µM,didn't check,4.5 µM,1.1 ± 0.1 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.3722223,5.408137,5.472,17,1993-08-01
292,"Terschelling, The Netherlands",S:30 LN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 30; range: 27 - 31.5,np,np,1 µM,1 µM,0.4 ± 0.1 µM,3 µM,3 µM,1.6 ± 0.2 µM,didn't check,9 µM,1.1 ± 0.1 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.3722223,5.408137,5.472,17,1993-08-01
292,"Terschelling, The Netherlands",S:23 MN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 23; range: 21.5 - 24.0,np,np,3 µM,3 µM,0.4 ± 0.1 µM,9 µM,9 µM,2.0 ± 0.4 µM,didn't check,2 µM,2.5 ± 0.1 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.3722223,5.408137,5.472,17,1993-08-01
292,"Terschelling, The Netherlands",S:26 MN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 26; range: 24.0 - 27.0,np,np,3 µM,3 µM,0.4 ± 0.1 µM,9 µM,9 µM,2.0 ± 0.4 µM,didn't check,4.5 µM,2.5 ± 0.1 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.3722223,5.408137,5.472,17,1993-08-01
292,"Terschelling, The Netherlands",S:30 MN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 30; range: 27 - 31.5,np,np,3 µM,3 µM,0.4 ± 0.1 µM,9 µM,9 µM,2.0 ± 0.4 µM,didn't check,9 µM,2.5 ± 0.1 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.3722223,5.408137,5.472,17,1993-08-01
292,"Terschelling, The Netherlands",S:23 HN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 23; range: 21.5 - 24.0,np,np,60 µM,60 µM,6.4 ± 3.2 µM,9 µM,9 µM,1.8 ± 0.4 µM,didn't check,2 µM,4.5 ± 0.4 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.3722223,5.408137,5.472,17,1993-08-01
292,"Terschelling, The Netherlands",S:26 HN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 26; range: 24.0 - 27.0,np,np,60 µM,60 µM,6.4 ± 3.2 µM,9 µM,9 µM,1.8 ± 0.4 µM,didn't check,4.5 µM,4.5 ± 0.4 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.3722223,5.408137,5.472,17,1993-08-01
292,"Terschelling, The Netherlands",S:30 HN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 30; range: 27 - 31.5,np,np,60 µM,60 µM,6.4 ± 3.2 µM,9 µM,9 µM,1.8 ± 0.4 µM,didn't check,9 µM,4.5 ± 0.4 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.3722223,5.408137,5.472,17,1993-08-01
292,"Eems, The Netherlands",S:23 LN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 23; range: 21.5 - 24.0,np,np,1 µM,1 µM,0.4 ± 0.1 µM,3 µM,3 µM,1.6 ± 0.2 µM,didn't check,2 µM,1.1 ± 0.1 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.2643767,7.1032837,5.472,17,1993-08-01
292,"Eems, The Netherlands",S:26 LN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 26; range: 24.0 - 27.0,np,np,1 µM,1 µM,0.4 ± 0.1 µM,3 µM,3 µM,1.6 ± 0.2 µM,didn't check,4.5 µM,1.1 ± 0.1 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.2643767,7.1032837,5.472,17,1993-08-01
292,"Eems, The Netherlands",S:30 LN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 30; range: 27 - 31.5,np,np,1 µM,1 µM,0.4 ± 0.1 µM,3 µM,3 µM,1.6 ± 0.2 µM,didn't check,9 µM,1.1 ± 0.1 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.2643767,7.1032837,5.472,17,1993-08-01
292,"Eems, The Netherlands",S:23 MN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 23; range: 21.5 - 24.0,np,np,3 µM,3 µM,0.4 ± 0.1 µM,9 µM,9 µM,2.0 ± 0.4 µM,didn't check,2 µM,2.5 ± 0.1 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.2643767,7.1032837,5.472,17,1993-08-01
292,"Eems, The Netherlands",S:26 MN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 26; range: 24.0 - 27.0,np,np,3 µM,3 µM,0.4 ± 0.1 µM,9 µM,9 µM,2.0 ± 0.4 µM,didn't check,4.5 µM,2.5 ± 0.1 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.2643767,7.1032837,5.472,17,1993-08-01
292,"Eems, The Netherlands",S:30 MN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 30; range: 27 - 31.5,np,np,3 µM,3 µM,0.4 ± 0.1 µM,9 µM,9 µM,2.0 ± 0.4 µM,didn't check,9 µM,2.5 ± 0.1 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.2643767,7.1032837,5.472,17,1993-08-01
292,"Eems, The Netherlands",S:23 HN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 23; range: 21.5 - 24.0,np,np,60 µM,60 µM,6.4 ± 3.2 µM,9 µM,9 µM,1.8 ± 0.4 µM,didn't check,2 µM,4.5 ± 0.4 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.2643767,7.1032837,5.472,17,1993-08-01
292,"Eems, The Netherlands",S:26 HN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 26; range: 24.0 - 27.0,np,np,60 µM,60 µM,6.4 ± 3.2 µM,9 µM,9 µM,1.8 ± 0.4 µM,didn't check,4.5 µM,4.5 ± 0.4 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.2643767,7.1032837,5.472,17,1993-08-01
292,"Eems, The Netherlands",S:30 HN,1993-08 (3 week acclimation),2,np,np,16,8,95,µmol photos m-2 s-1,np,np,np,calculate,17,mean: 30; range: 27 - 31.5,np,np,60 µM,60 µM,6.4 ± 3.2 µM,9 µM,9 µM,1.8 ± 0.4 µM,didn't check,9 µM,4.5 ± 0.4 µM,muddy sand,np,np,np,np,intertidal population,nutrients,salinity; nutrients,lab mesocosm,NA,NA,95,16,NA,van Katwijk et al.,1999,53.2643767,7.1032837,5.472,17,1993-08-01
312,"Kiel, Germany",N- L-,grown from seeds and raised for 1.5 years (use summer),3,6,6,16,8,600,µmol photos m-2 s-1,np,np,np,calculate,20.7 ± 0.9,mean: 15.75; range: 13.5 - 18,NA,NA,np,np,see Figure 1,np,np,7.5 ± 1.4 µM,didn't check,see Table 1,see Figure 1,np,np,< 2,np,np,porewater nutrients given; I think water column is in text,none,control,lab mesocosm,NA,NA,600,16,NA,Brakel et al.,2017,54.39,10.18,34.56,20.7,NA
312,"Kiel, Germany",N+ L-,grown from seeds and raised for 1.5 years (use summer),3,6,6,16,8,600,µmol photos m-2 s-1,np,np,np,calculate,20.7 ± 0.9,mean: 15.75; range: 13.5 - 18,NA,NA,np,np,see Figure 1,np,np,41 ± 15.6 µM,didn't check,see Table 1,see Figure 1,np,np,< 2,np,np,porewater nutrients given; I think water column is in text,nutrients,nutrients,lab mesocosm,NA,NA,600,16,NA,Brakel et al.,2017,54.39,10.18,34.56,20.7,NA
312,"Kiel, Germany",N- L+,grown from seeds and raised for 1.5 years (use summer),3,6,6,16,8,600,µmol photos m-2 s-1,np,np,np,calculate,20.7 ± 0.9,mean: 15.75; range: 13.5 - 18,NA,NA,np,np,see Figure 1,np,np,7.5 ± 1.4 µM,didn't check,see Table 1,see Figure 1,np,np,< 2,np,np,porewater nutrients given; I think water column is in text,L. zosterae infection,laby,lab mesocosm,NA,NA,600,16,NA,Brakel et al.,2017,54.39,10.18,34.56,20.7,NA
312,"Kiel, Germany",N+ L+,grown from seeds and raised for 1.5 years (use summer),3,6,6,16,8,600,µmol photos m-2 s-1,np,np,np,calculate,20.7 ± 0.9,mean: 15.75; range: 13.5 - 18,NA,NA,np,np,see Figure 1,np,np,41 ± 15.6 µM,didn't check,see Table 1,see Figure 1,np,np,< 2,np,np,porewater nutrients given; I think water column is in text,"nutrients, L. zosterae infection",nutrients; laby,lab mesocosm,NA,NA,600,16,NA,Brakel et al.,2017,54.39,10.18,34.56,20.7,NA
172,"Middle Marsh, Back Sound, North Carolina, USA",control,NA,3,mean: 675 /(1 m2); range: 650 to 700 / (1 m2),1884 L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Touchette and Burkholder,2002,34.6937896593998,-76.608121340884,NA,NA,NA
172,"Middle Marsh, Back Sound, North Carolina, USA",HT,NA,3,mean: 675 /(1 m2); range: 650 to 700 / (1 m2),1884 L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Touchette and Burkholder,2002,34.6937896593998,-76.608121340884,NA,NA,NA
172,"Middle Marsh, Back Sound, North Carolina, USA",HN,NA,3,mean: 675 /(1 m2); range: 650 to 700 / (1 m2),1884 L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Touchette and Burkholder,2002,34.6937896593998,-76.608121340884,NA,NA,NA
172,"Middle Marsh, Back Sound, North Carolina, USA",HT + HN,NA,3,mean: 675 /(1 m2); range: 650 to 700 / (1 m2),1884 L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Touchette and Burkholder,2002,34.6937896593998,-76.608121340884,NA,NA,NA
229,"York River Estuary, Chesapeake Bay, USA","early summer - ambient, ungrazed",1987-06 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 375,µmol photos m-2 s-1,np,np,mean: 27; range: 25 - 29,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 4.2 µM,np,mean: 1.0 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,control,control,greenhouse mesocosm,"no - averages given seasonally, no raw data",375,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,27,1987-06-01
229,"York River Estuary, Chesapeake Bay, USA","early summer - ambient, grazed",1987-06 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 375,µmol photos m-2 s-1,np,np,mean: 27; range: 25 - 29,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 4.2 µM,np,mean: 1.0 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,"control, grazers",control; grazers,greenhouse mesocosm,"no - averages given seasonally, no raw data",375,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,27,1987-06-01
229,"York River Estuary, Chesapeake Bay, USA","early summer - enriched, ungrazed",1987-06 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 375,µmol photos m-2 s-1,np,np,mean: 27; range: 25 - 29,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 16.4 µM,np,mean: 2.3 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,"nutrients, no grazers",nutrients; no grazers,greenhouse mesocosm,"no - averages given seasonally, no raw data",375,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,27,1987-06-01
229,"York River Estuary, Chesapeake Bay, USA","early summer - enriched, grazed",1987-06 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 375,µmol photos m-2 s-1,np,np,mean: 27; range: 25 - 29,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 16.4 µM,np,mean: 2.3 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,"nutrients, grazers",nutrients; grazers,greenhouse mesocosm,"no - averages given seasonally, no raw data",375,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,27,1987-06-01
229,"York River Estuary, Chesapeake Bay, USA","late summer - ambient, ungrazed",1987-08 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 225,µmol photos m-2 s-1,np,np,mean: 28; range: 26 - 30,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 4.0 µM,np,mean: 1.6 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,control,control,greenhouse mesocosm,"no - averages given seasonally, no raw data",225,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,28,1987-08-01
229,"York River Estuary, Chesapeake Bay, USA","late summer - ambient, grazed",1987-08 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 225,µmol photos m-2 s-1,np,np,mean: 28; range: 26 - 30,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 4.0 µM,np,mean: 1.6 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,"control, grazers",control; grazers,greenhouse mesocosm,"no - averages given seasonally, no raw data",225,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,28,1987-08-01
229,"York River Estuary, Chesapeake Bay, USA","late summer - enriched, ungrazed",1987-08 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 225,µmol photos m-2 s-1,np,np,mean: 28; range: 26 - 30,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 10.6 µM,np,mean: 3.4 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,"nutrients, no grazers",nutrients; no grazers,greenhouse mesocosm,"no - averages given seasonally, no raw data",225,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,28,1987-08-01
229,"York River Estuary, Chesapeake Bay, USA","late summer - enriched, grazed",1987-08 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 225,µmol photos m-2 s-1,np,np,mean: 28; range: 26 - 30,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 10.6 µM,np,mean: 3.4 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,"nutrients, grazers",nutrients; grazers,greenhouse mesocosm,"no - averages given seasonally, no raw data",225,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,28,1987-08-01
229,"York River Estuary, Chesapeake Bay, USA","fall - ambient, ungrazed",1987-10 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 175,µmol photos m-2 s-1,np,np,mean: 15; range: 9-19,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 10.8 µM,np,mean: 0.7 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,control,control,greenhouse mesocosm,"no - averages given seasonally, no raw data",175,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,15,1987-10-01
229,"York River Estuary, Chesapeake Bay, USA","fall - ambient, grazed",1987-10 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 175,µmol photos m-2 s-1,np,np,mean: 15; range: 9-19,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 10.8 µM,np,mean: 0.7 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,"control, grazers",control; grazers,greenhouse mesocosm,"no - averages given seasonally, no raw data",175,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,15,1987-10-01
229,"York River Estuary, Chesapeake Bay, USA","fall - enriched, ungrazed",1987-10 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 175,µmol photos m-2 s-1,np,np,mean: 15; range: 9-19,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 37.8 µM,np,mean: 3.3 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,"nutrients, no grazers",nutrients; no grazers,greenhouse mesocosm,"no - averages given seasonally, no raw data",175,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,15,1987-10-01
229,"York River Estuary, Chesapeake Bay, USA","fall - enriched, grazed",1987-10 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 175,µmol photos m-2 s-1,np,np,mean: 15; range: 9-19,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 37.8 µM,np,mean: 3.3 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,"nutrients, grazers",nutrients; grazers,greenhouse mesocosm,"no - averages given seasonally, no raw data",175,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,15,1987-10-01
229,"York River Estuary, Chesapeake Bay, USA","spring - ambient, ungrazed",1988-04 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 350,µmol photos m-2 s-1,np,np,mean: 18; range: 12 - 24,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 4.0 µM,np,mean: 0.8 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,control,control,greenhouse mesocosm,"no - averages given seasonally, no raw data",350,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,18,1988-04-01
229,"York River Estuary, Chesapeake Bay, USA","spring - ambient, grazed",1988-04 (no acclimation time indicated),5,15 / (0.0105 m2) given they used 1500 / m2 in 11.4 cm diameter pot,NA,field conditions,field conditions,np,np,mean midday: 350,µmol photos m-2 s-1,np,np,mean: 18; range: 12 - 24,mean: 21; range: 19 - 23,np,np,np,np,np,np,np,np,mean: 4.0 µM,np,mean: 0.8 µM,fine sand,np,1 - 2 %,np,np,DIN = sum of NH4 + NO3 + NO2,"control, grazers",control; grazers,greenhouse mesocosm,"no - averages given seasonally, no raw data",350,NA,NA,NA,Neckles et al.,1993,37.25,-76.5,NA,18,1988-04-01
